T(sec)	WE1 Volts(mV)	WE1 Idir(mA)	WE1 Idif (mA)	
143.0800	-577.060	-0.010404	
143.1000	-576.063	-0.010355	
143.1200	-575.064	-0.010303	
143.1400	-574.066	-0.010251	
143.1600	-573.069	-0.010204	
143.1800	-572.071	-0.010156	
143.2000	-571.076	-0.010105	
143.2200	-570.074	-0.010059	
143.2400	-569.077	-0.010012	
143.2600	-568.078	-0.009960	
143.2800	-567.078	-0.009911	
143.3000	-566.087	-0.009861	
143.3200	-565.093	-0.009811	
143.3400	-564.099	-0.009761	
143.3600	-563.104	-0.009715	
143.3800	-562.110	-0.009671	
143.4000	-561.113	-0.009627	
143.4200	-560.117	-0.009580	
143.4400	-559.119	-0.009537	
143.4600	-558.125	-0.009493	
143.4800	-557.127	-0.009448	
143.5000	-556.130	-0.009405	
143.5200	-555.133	-0.009362	
143.5400	-554.137	-0.009316	
143.5600	-553.138	-0.009269	
143.5800	-552.142	-0.009222	
143.6000	-551.146	-0.009175	
143.6200	-550.145	-0.009131	
143.6400	-549.147	-0.009090	
143.6600	-548.155	-0.009051	
143.6800	-547.156	-0.009007	
143.7000	-546.160	-0.008965	
143.7200	-545.168	-0.008923	
143.7400	-544.174	-0.008886	
143.7600	-543.177	-0.008847	
143.7800	-542.177	-0.008809	
143.8000	-541.179	-0.008768	
143.8200	-540.182	-0.008727	
143.8400	-539.186	-0.008686	
143.8600	-538.187	-0.008644	
143.8800	-537.188	-0.008603	
143.9000	-536.188	-0.008564	
143.9200	-535.189	-0.008527	
143.9400	-534.192	-0.008487	
143.9600	-533.195	-0.008449	
143.9800	-532.199	-0.008407	
144.0000	-531.203	-0.008370	
144.0200	-530.203	-0.008334	
144.0400	-529.199	-0.008296	
144.0600	-528.193	-0.008255	
144.0800	-527.192	-0.008214	
144.1000	-526.195	-0.008174	
144.1200	-525.192	-0.008136	
144.1400	-524.193	-0.008097	
144.1600	-523.194	-0.008059	
144.1800	-522.197	-0.008022	
144.2000	-521.198	-0.007989	
144.2200	-520.201	-0.007955	
144.2400	-519.209	-0.007922	
144.2600	-518.209	-0.007892	
144.2800	-517.210	-0.007859	
144.3000	-516.210	-0.007830	
144.3200	-515.209	-0.007798	
144.3400	-514.210	-0.007766	
144.3600	-513.217	-0.007736	
144.3800	-512.223	-0.007705	
144.4000	-511.228	-0.007672	
144.4200	-510.232	-0.007638	
144.4400	-509.238	-0.007604	
144.4600	-508.241	-0.007568	
144.4800	-507.244	-0.007536	
144.5000	-506.246	-0.007505	
144.5200	-505.253	-0.007474	
144.5400	-504.255	-0.007444	
144.5600	-503.253	-0.007416	
144.5800	-502.258	-0.007385	
144.6000	-501.263	-0.007352	
144.6200	-500.268	-0.007318	
144.6400	-499.277	-0.007287	
144.6600	-498.287	-0.007254	
144.6800	-497.289	-0.007219	
144.7000	-496.292	-0.007187	
144.7200	-495.297	-0.007152	
144.7400	-494.305	-0.007122	
144.7600	-493.312	-0.007092	
144.7800	-492.319	-0.007067	
144.8000	-491.323	-0.007041	
144.8200	-490.328	-0.007017	
144.8400	-489.332	-0.006989	
144.8600	-488.338	-0.006961	
144.8800	-487.343	-0.006930	
144.9000	-486.346	-0.006897	
144.9200	-485.348	-0.006869	
144.9400	-484.348	-0.006839	
144.9600	-483.347	-0.006809	
144.9800	-482.348	-0.006782	
145.0000	-481.351	-0.006757	
145.0200	-480.353	-0.006730	
145.0400	-479.352	-0.006708	
145.0600	-478.349	-0.006684	
145.0800	-477.345	-0.006662	
145.1000	-476.341	-0.006638	
145.1200	-475.342	-0.006613	
145.1400	-474.344	-0.006583	
145.1600	-473.343	-0.006552	
145.1800	-472.345	-0.006522	
145.2000	-471.345	-0.006493	
145.2200	-470.350	-0.006467	
145.2400	-469.352	-0.006442	
145.2600	-468.355	-0.006421	
145.2800	-467.359	-0.006399	
145.3000	-466.362	-0.006372	
145.3200	-465.364	-0.006349	
145.3400	-464.366	-0.006325	
145.3600	-463.371	-0.006302	
145.3800	-462.377	-0.006277	
145.4000	-461.384	-0.006250	
145.4200	-460.391	-0.006225	
145.4400	-459.394	-0.006196	
145.4600	-458.393	-0.006171	
145.4800	-457.400	-0.006147	
145.5000	-456.403	-0.006119	
145.5200	-455.405	-0.006095	
145.5400	-454.405	-0.006073	
145.5600	-453.404	-0.006051	
145.5800	-452.404	-0.006026	
145.6000	-451.403	-0.006002	
145.6200	-450.403	-0.005984	
145.6400	-449.407	-0.005960	
145.6600	-448.412	-0.005938	
145.6800	-447.415	-0.005910	
145.7000	-446.417	-0.005885	
145.7200	-445.420	-0.005859	
145.7400	-444.424	-0.005832	
145.7600	-443.425	-0.005808	
145.7800	-442.432	-0.005786	
145.8000	-441.434	-0.005768	
145.8200	-440.441	-0.005753	
145.8400	-439.441	-0.005733	
145.8600	-438.442	-0.005711	
145.8800	-437.447	-0.005688	
145.9000	-436.451	-0.005670	
145.9200	-435.457	-0.005644	
145.9400	-434.456	-0.005616	
145.9600	-433.458	-0.005592	
145.9800	-432.454	-0.005566	
146.0000	-431.454	-0.005547	
146.0200	-430.457	-0.005525	
146.0400	-429.453	-0.005506	
146.0600	-428.450	-0.005484	
146.0800	-427.449	-0.005463	
146.1000	-426.445	-0.005442	
146.1200	-425.440	-0.005422	
146.1400	-424.439	-0.005399	
146.1600	-423.447	-0.005379	
146.1800	-422.451	-0.005356	
146.2000	-421.456	-0.005333	
146.2200	-420.459	-0.005306	
146.2400	-419.460	-0.005285	
146.2600	-418.464	-0.005264	
146.2800	-417.467	-0.005243	
146.3000	-416.478	-0.005223	
146.3200	-415.484	-0.005201	
146.3400	-414.488	-0.005182	
146.3600	-413.493	-0.005161	
146.3800	-412.501	-0.005143	
146.4000	-411.510	-0.005127	
146.4200	-410.518	-0.005107	
146.4400	-409.527	-0.005084	
146.4600	-408.533	-0.005061	
146.4800	-407.537	-0.005038	
146.5000	-406.541	-0.005016	
146.5200	-405.547	-0.004995	
146.5400	-404.554	-0.004976	
146.5600	-403.562	-0.004955	
146.5800	-402.568	-0.004936	
146.6000	-401.572	-0.004915	
146.6200	-400.574	-0.004896	
146.6400	-399.580	-0.004878	
146.6600	-398.584	-0.004858	
146.6800	-397.590	-0.004838	
146.7000	-396.595	-0.004816	
146.7200	-395.600	-0.004790	
146.7400	-394.608	-0.004766	
146.7600	-393.610	-0.004743	
146.7800	-392.614	-0.004720	
146.8000	-391.617	-0.004697	
146.8200	-390.622	-0.004675	
146.8400	-389.626	-0.004656	
146.8600	-388.631	-0.004635	
146.8800	-387.632	-0.004614	
146.9000	-386.638	-0.004595	
146.9200	-385.644	-0.004575	
146.9400	-384.654	-0.004553	
146.9600	-383.655	-0.004530	
146.9800	-382.658	-0.004504	
147.0000	-381.661	-0.004479	
147.0200	-380.665	-0.004455	
147.0400	-379.667	-0.004433	
147.0600	-378.667	-0.004413	
147.0800	-377.668	-0.004392	
147.1000	-376.665	-0.004372	
147.1200	-375.664	-0.004354	
147.1400	-374.665	-0.004335	
147.1600	-373.663	-0.004316	
147.1800	-372.664	-0.004297	
147.2000	-371.668	-0.004276	
147.2200	-370.667	-0.004251	
147.2400	-369.667	-0.004227	
147.2600	-368.664	-0.004203	
147.2800	-367.665	-0.004179	
147.3000	-366.668	-0.004160	
147.3200	-365.670	-0.004138	
147.3400	-364.673	-0.004116	
147.3600	-363.673	-0.004098	
147.3800	-362.676	-0.004080	
147.4000	-361.684	-0.004058	
147.4200	-360.693	-0.004041	
147.4400	-359.701	-0.004025	
147.4600	-358.707	-0.004005	
147.4800	-357.714	-0.003982	
147.5000	-356.716	-0.003956	
147.5200	-355.719	-0.003932	
147.5400	-354.724	-0.003909	
147.5600	-353.728	-0.003891	
147.5800	-352.730	-0.003875	
147.6000	-351.733	-0.003856	
147.6200	-350.734	-0.003837	
147.6400	-349.737	-0.003818	
147.6600	-348.738	-0.003800	
147.6800	-347.745	-0.003780	
147.7000	-346.750	-0.003762	
147.7200	-345.754	-0.003742	
147.7400	-344.755	-0.003716	
147.7600	-343.758	-0.003687	
147.7800	-342.758	-0.003665	
147.8000	-341.761	-0.003641	
147.8200	-340.766	-0.003622	
147.8400	-339.767	-0.003604	
147.8600	-338.772	-0.003586	
147.8800	-337.776	-0.003565	
147.9000	-336.781	-0.003545	
147.9200	-335.786	-0.003528	
147.9400	-334.790	-0.003510	
147.9600	-333.799	-0.003490	
147.9800	-332.803	-0.003470	
148.0000	-331.807	-0.003446	
148.0200	-330.808	-0.003421	
148.0400	-329.810	-0.003402	
148.0600	-328.813	-0.003383	
148.0800	-327.815	-0.003364	
148.1000	-326.818	-0.003344	
148.1200	-325.816	-0.003327	
148.1400	-324.813	-0.003308	
148.1600	-323.812	-0.003292	
148.1800	-322.808	-0.003273	
148.2000	-321.809	-0.003254	
148.2200	-320.807	-0.003234	
148.2400	-319.808	-0.003211	
148.2600	-318.811	-0.003187	
148.2800	-317.811	-0.003168	
148.3000	-316.809	-0.003150	
148.3200	-315.808	-0.003131	
148.3400	-314.809	-0.003112	
148.3600	-313.810	-0.003093	
148.3800	-312.811	-0.003075	
148.4000	-311.812	-0.003058	
148.4200	-310.814	-0.003042	
148.4400	-309.822	-0.003028	
148.4600	-308.829	-0.003012	
148.4800	-307.837	-0.002992	
148.5000	-306.843	-0.002974	
148.5200	-305.849	-0.002953	
148.5400	-304.854	-0.002934	
148.5600	-303.858	-0.002914	
148.5800	-302.859	-0.002897	
148.6000	-301.864	-0.002878	
148.6200	-300.870	-0.002858	
148.6400	-299.873	-0.002842	
148.6600	-298.878	-0.002826	
148.6800	-297.882	-0.002810	
148.7000	-296.886	-0.002797	
148.7200	-295.893	-0.002778	
148.7400	-294.898	-0.002758	
148.7600	-293.894	-0.002734	
148.7800	-292.899	-0.002711	
148.8000	-291.899	-0.002691	
148.8200	-290.902	-0.002672	
148.8400	-289.904	-0.002657	
148.8600	-288.907	-0.002636	
148.8800	-287.911	-0.002619	
148.9000	-286.912	-0.002603	
148.9200	-285.912	-0.002587	
148.9400	-284.915	-0.002575	
148.9600	-283.921	-0.002562	
148.9800	-282.923	-0.002546	
149.0000	-281.925	-0.002527	
149.0200	-280.926	-0.002502	
149.0400	-279.923	-0.002482	
149.0600	-278.928	-0.002464	
149.0800	-277.932	-0.002448	
149.1000	-276.933	-0.002432	
149.1200	-275.936	-0.002416	
149.1400	-274.938	-0.002399	
149.1600	-273.942	-0.002382	
149.1800	-272.941	-0.002371	
149.2000	-271.941	-0.002357	
149.2200	-270.948	-0.002342	
149.2400	-269.952	-0.002324	
149.2600	-268.953	-0.002301	
149.2800	-267.952	-0.002279	
149.3000	-266.953	-0.002258	
149.3200	-265.958	-0.002239	
149.3400	-264.959	-0.002224	
149.3600	-263.966	-0.002209	
149.3800	-262.965	-0.002194	
149.4000	-261.971	-0.002180	
149.4200	-260.975	-0.002166	
149.4400	-259.978	-0.002151	
149.4600	-258.983	-0.002136	
149.4800	-257.988	-0.002121	
149.5000	-256.994	-0.002102	
149.5200	-255.998	-0.002082	
149.5400	-255.001	-0.002059	
149.5600	-254.001	-0.002041	
149.5800	-253.005	-0.002026	
149.6000	-252.012	-0.002008	
149.6200	-251.015	-0.001995	
149.6400	-250.015	-0.001982	
149.6600	-249.018	-0.001967	
149.6800	-248.017	-0.001953	
149.7000	-247.019	-0.001936	
149.7200	-246.022	-0.001917	
149.7400	-245.026	-0.001900	
149.7600	-244.028	-0.001878	
149.7800	-243.030	-0.001858	
149.8000	-242.029	-0.001839	
149.8200	-241.032	-0.001818	
149.8400	-240.035	-0.001801	
149.8600	-239.039	-0.001789	
149.8800	-238.045	-0.001772	
149.9000	-237.048	-0.001757	
149.9200	-236.050	-0.001745	
149.9400	-235.054	-0.001729	
149.9600	-234.057	-0.001712	
149.9800	-233.064	-0.001695	
150.0000	-232.069	-0.001677	
150.0200	-231.072	-0.001658	
150.0400	-230.069	-0.001643	
150.0600	-229.068	-0.001625	
150.0800	-228.071	-0.001610	
150.1000	-227.073	-0.001593	
150.1200	-226.075	-0.001579	
150.1400	-225.078	-0.001565	
150.1600	-224.076	-0.001550	
150.1800	-223.075	-0.001533	
150.2000	-222.071	-0.001517	
150.2200	-221.068	-0.001499	
150.2400	-220.068	-0.001478	
150.2600	-219.069	-0.001459	
150.2800	-218.068	-0.001439	
150.3000	-217.064	-0.001420	
150.3200	-216.065	-0.001400	
150.3400	-215.067	-0.001383	
150.3600	-214.072	-0.001365	
150.3800	-213.077	-0.001352	
150.4000	-212.085	-0.001337	
150.4200	-211.087	-0.001322	
150.4400	-210.091	-0.001306	
150.4600	-209.092	-0.001291	
150.4800	-208.096	-0.001273	
150.5000	-207.103	-0.001257	
150.5200	-206.110	-0.001239	
150.5400	-205.117	-0.001221	
150.5600	-204.121	-0.001201	
150.5800	-203.125	-0.001181	
150.6000	-202.132	-0.001167	
150.6200	-201.141	-0.001148	
150.6400	-200.143	-0.001135	
150.6600	-199.148	-0.001119	
150.6800	-198.152	-0.001100	
150.7000	-197.153	-0.001080	
150.7200	-196.153	-0.001059	
150.7400	-195.158	-0.001040	
150.7600	-194.162	-0.001020	
150.7800	-193.169	-0.001000	
150.8000	-192.175	-0.000979	
150.8200	-191.177	-0.000959	
150.8400	-190.179	-0.000942	
150.8600	-189.185	-0.000922	
150.8800	-188.192	-0.000909	
150.9000	-187.199	-0.000892	
150.9200	-186.205	-0.000874	
150.9400	-185.206	-0.000862	
150.9600	-184.212	-0.000847	
150.9800	-183.217	-0.000828	
151.0000	-182.222	-0.000812	
151.0200	-181.229	-0.000793	
151.0400	-180.232	-0.000775	
151.0600	-179.238	-0.000755	
151.0800	-178.240	-0.000735	
151.1000	-177.240	-0.000717	
151.1200	-176.242	-0.000701	
151.1400	-175.247	-0.000683	
151.1600	-174.253	-0.000665	
151.1800	-173.256	-0.000651	
151.2000	-172.254	-0.000633	
151.2200	-171.251	-0.000616	
151.2400	-170.247	-0.000600	
151.2600	-169.249	-0.000576	
151.2800	-168.252	-0.000552	
151.3000	-167.250	-0.000533	
151.3200	-166.251	-0.000514	
151.3400	-165.252	-0.000497	
151.3600	-164.253	-0.000479	
151.3800	-163.253	-0.000464	
151.4000	-162.259	-0.000446	
151.4200	-161.264	-0.000429	
151.4400	-160.269	-0.000412	
151.4600	-159.269	-0.000396	
151.4800	-158.269	-0.000378	
151.5000	-157.271	-0.000361	
151.5200	-156.279	-0.000339	
151.5400	-155.286	-0.000320	
151.5600	-154.293	-0.000296	
151.5800	-153.298	-0.000276	
151.6000	-152.301	-0.000258	
151.6200	-151.305	-0.000239	
151.6400	-150.310	-0.000220	
151.6600	-149.314	-0.000205	
151.6800	-148.320	-0.000189	
151.7000	-147.320	-0.000169	
151.7200	-146.318	-0.000152	
151.7400	-145.315	-0.000132	
151.7600	-144.315	-0.000110	
151.7800	-143.318	-0.000089	
151.8000	-142.324	-0.000064	
151.8200	-141.326	-0.000040	
151.8400	-140.328	-0.000022	
151.8600	-139.331	-0.000002	
151.8800	-138.333	0.000015	
151.9000	-137.338	0.000032	
151.9200	-136.344	0.000050	
151.9400	-135.349	0.000069	
151.9600	-134.353	0.000087	
151.9800	-133.354	0.000108	
152.0000	-132.356	0.000126	
152.0200	-131.361	0.000145	
152.0400	-130.366	0.000167	
152.0600	-129.372	0.000188	
152.0800	-128.375	0.000207	
152.1000	-127.377	0.000226	
152.1200	-126.379	0.000241	
152.1400	-125.382	0.000259	
152.1600	-124.384	0.000280	
152.1800	-123.385	0.000299	
152.2000	-122.387	0.000318	
152.2200	-121.383	0.000337	
152.2400	-120.379	0.000355	
152.2600	-119.376	0.000375	
152.2800	-118.372	0.000398	
152.3000	-117.372	0.000424	
152.3200	-116.371	0.000449	
152.3400	-115.372	0.000470	
152.3600	-114.372	0.000487	
152.3800	-113.374	0.000506	
152.4000	-112.376	0.000524	
152.4200	-111.376	0.000542	
152.4400	-110.376	0.000562	
152.4600	-109.377	0.000582	
152.4800	-108.377	0.000600	
152.5000	-107.376	0.000616	
152.5200	-106.375	0.000636	
152.5400	-105.379	0.000659	
152.5600	-104.385	0.000682	
152.5800	-103.391	0.000704	
152.6000	-102.398	0.000727	
152.6200	-101.402	0.000748	
152.6400	-100.409	0.000769	
152.6600	-99.415	0.000791	
152.6800	-98.421	0.000816	
152.7000	-97.424	0.000837	
152.7200	-96.427	0.000860	
152.7400	-95.432	0.000881	
152.7600	-94.433	0.000904	
152.7800	-93.438	0.000927	
152.8000	-92.443	0.000955	
152.8200	-91.450	0.000983	
152.8400	-90.454	0.001008	
152.8600	-89.461	0.001030	
152.8800	-88.465	0.001055	
152.9000	-87.468	0.001080	
152.9200	-86.470	0.001100	
152.9400	-85.478	0.001122	
152.9600	-84.480	0.001140	
152.9800	-83.482	0.001159	
153.0000	-82.484	0.001183	
153.0200	-81.487	0.001209	
153.0400	-80.489	0.001237	
153.0600	-79.490	0.001267	
153.0800	-78.499	0.001293	
153.1000	-77.501	0.001321	
153.1200	-76.503	0.001348	
153.1400	-75.506	0.001374	
153.1600	-74.512	0.001400	
153.1800	-73.512	0.001428	
153.2000	-72.515	0.001452	
153.2200	-71.516	0.001475	
153.2400	-70.518	0.001503	
153.2600	-69.512	0.001529	
153.2800	-68.511	0.001561	
153.3000	-67.510	0.001597	
153.3200	-66.511	0.001626	
153.3400	-65.512	0.001658	
153.3600	-64.516	0.001687	
153.3800	-63.519	0.001715	
153.4000	-62.523	0.001746	
153.4200	-61.524	0.001774	
153.4400	-60.528	0.001801	
153.4600	-59.532	0.001829	
153.4800	-58.534	0.001854	
153.5000	-57.536	0.001883	
153.5200	-56.538	0.001915	
153.5400	-55.543	0.001946	
153.5600	-54.549	0.001978	
153.5800	-53.559	0.002012	
153.6000	-52.564	0.002044	
153.6200	-51.569	0.002074	
153.6400	-50.574	0.002108	
153.6600	-49.575	0.002135	
153.6800	-48.581	0.002167	
153.7000	-47.585	0.002199	
153.7200	-46.587	0.002229	
153.7400	-45.589	0.002262	
153.7600	-44.590	0.002295	
153.7800	-43.590	0.002329	
153.8000	-42.590	0.002364	
153.8200	-41.592	0.002401	
153.8400	-40.594	0.002435	
153.8600	-39.594	0.002471	
153.8800	-38.593	0.002506	
153.9000	-37.592	0.002543	
153.9200	-36.595	0.002575	
153.9400	-35.597	0.002612	
153.9600	-34.601	0.002642	
153.9800	-33.604	0.002678	
154.0000	-32.605	0.002710	
154.0200	-31.607	0.002743	
154.0400	-30.608	0.002774	
154.0600	-29.611	0.002810	
154.0800	-28.612	0.002847	
154.1000	-27.617	0.002887	
154.1200	-26.619	0.002930	
154.1400	-25.620	0.002968	
154.1600	-24.621	0.003005	
154.1800	-23.621	0.003044	
154.2000	-22.625	0.003083	
154.2200	-21.625	0.003115	
154.2400	-20.626	0.003151	
154.2600	-19.626	0.003186	
154.2800	-18.621	0.003225	
154.3000	-17.624	0.003259	
154.3200	-16.628	0.003298	
154.3400	-15.630	0.003337	
154.3600	-14.637	0.003381	
154.3800	-13.644	0.003420	
154.4000	-12.654	0.003457	
154.4200	-11.659	0.003495	
154.4400	-10.668	0.003527	
154.4600	-9.677	0.003561	
154.4800	-8.689	0.003597	
154.5000	-7.702	0.003632	
154.5200	-6.710	0.003666	
154.5400	-5.719	0.003702	
154.5600	-4.729	0.003740	
154.5800	-3.740	0.003776	
154.6000	-2.753	0.003815	
154.6200	-1.763	0.003855	
154.6400	-0.769	0.003896	
154.6600	0.225	0.003935	
154.6800	1.220	0.003973	
154.7000	2.216	0.004011	
154.7200	3.213	0.004051	
154.7400	4.209	0.004088	
154.7600	5.206	0.004130	
154.7800	6.203	0.004170	
154.8000	7.201	0.004208	
154.8200	8.200	0.004244	
154.8400	9.198	0.004286	
154.8600	10.193	0.004332	
154.8800	11.187	0.004373	
154.9000	12.181	0.004415	
154.9200	13.176	0.004457	
154.9400	14.173	0.004498	
154.9600	15.168	0.004538	
154.9800	16.158	0.004577	
155.0000	17.154	0.004617	
155.0200	18.148	0.004656	
155.0400	19.142	0.004694	
155.0600	20.136	0.004728	
155.0800	21.129	0.004766	
155.1000	22.122	0.004809	
155.1200	23.115	0.004852	
155.1400	24.110	0.004898	
155.1600	25.101	0.004942	
155.1800	26.097	0.004985	
155.2000	27.098	0.005028	
155.2200	28.096	0.005072	
155.2400	29.091	0.005116	
155.2600	30.089	0.005160	
155.2800	31.088	0.005202	
155.3000	32.089	0.005248	
155.3200	33.089	0.005290	
155.3400	34.087	0.005333	
155.3600	35.085	0.005378	
155.3800	36.084	0.005427	
155.4000	37.081	0.005472	
155.4200	38.080	0.005515	
155.4400	39.079	0.005560	
155.4600	40.077	0.005605	
155.4800	41.075	0.005647	
155.5000	42.069	0.005688	
155.5200	43.061	0.005732	
155.5400	44.059	0.005774	
155.5600	45.059	0.005816	
155.5800	46.055	0.005860	
155.6000	47.049	0.005904	
155.6200	48.045	0.005945	
155.6400	49.038	0.005989	
155.6600	50.035	0.006035	
155.6800	51.032	0.006081	
155.7000	52.028	0.006129	
155.7200	53.025	0.006175	
155.7400	54.020	0.006220	
155.7600	55.016	0.006265	
155.7800	56.014	0.006311	
155.8000	57.014	0.006354	
155.8200	58.013	0.006399	
155.8400	59.014	0.006441	
155.8600	60.008	0.006483	
155.8800	61.002	0.006525	
155.9000	61.995	0.006567	
155.9200	62.994	0.006610	
155.9400	63.990	0.006657	
155.9600	64.986	0.006705	
155.9800	65.981	0.006750	
156.0000	66.976	0.006796	
156.0200	67.969	0.006836	
156.0400	68.962	0.006879	
156.0600	69.957	0.006923	
156.0800	70.956	0.006967	
156.1000	71.954	0.007004	
156.1200	72.948	0.007047	
156.1400	73.945	0.007088	
156.1600	74.940	0.007133	
156.1800	75.939	0.007179	
156.2000	76.939	0.007226	
156.2200	77.940	0.007273	
156.2400	78.936	0.007319	
156.2600	79.933	0.007360	
156.2800	80.934	0.007401	
156.3000	81.935	0.007446	
156.3200	82.936	0.007486	
156.3400	83.939	0.007527	
156.3600	84.942	0.007567	
156.3800	85.942	0.007605	
156.4000	86.940	0.007643	
156.4200	87.937	0.007685	
156.4400	88.936	0.007726	
156.4600	89.932	0.007765	
156.4800	90.933	0.007804	
156.5000	91.933	0.007843	
156.5200	92.928	0.007880	
156.5400	93.923	0.007914	
156.5600	94.920	0.007949	
156.5800	95.919	0.007985	
156.6000	96.916	0.008020	
156.6200	97.912	0.008052	
156.6400	98.911	0.008086	
156.6600	99.906	0.008117	
156.6800	100.905	0.008152	
156.7000	101.900	0.008184	
156.7200	102.896	0.008218	
156.7400	103.892	0.008252	
156.7600	104.888	0.008283	
156.7800	105.889	0.008319	
156.8000	106.884	0.008352	
156.8200	107.882	0.008385	
156.8400	108.885	0.008417	
156.8600	109.883	0.008448	
156.8800	110.882	0.008478	
156.9000	111.876	0.008506	
156.9200	112.871	0.008534	
156.9400	113.866	0.008561	
156.9600	114.857	0.008590	
156.9800	115.853	0.008621	
157.0000	116.846	0.008646	
157.0200	117.840	0.008672	
157.0400	118.836	0.008701	
157.0600	119.829	0.008724	
157.0800	120.823	0.008750	
